number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_border_count,params_depth,params_iterations,params_l2_leaf_reg,params_learning_rate,params_random_strength,state
10,0.7981975172295093,2026-05-15 01:13:45.000152,2026-05-15 01:13:45.661781,0 days 00:00:00.661629,0.6400885024675562,105,4,982,3.033713464539809,0.053343533692271954,0.042239176219265706,COMPLETE
11,0.8012449709913154,2026-05-15 01:13:45.662009,2026-05-15 01:13:46.466911,0 days 00:00:00.804902,0.617454472993021,97,4,985,2.7271326003577623,0.05156911709595948,0.052166826535988815,COMPLETE
12,0.8010564324696468,2026-05-15 01:13:46.467131,2026-05-15 01:13:47.157844,0 days 00:00:00.690713,0.6525898752936657,97,4,996,9.821464149160903,0.05896703079158267,0.03551213771944444,COMPLETE
13,0.7931503646703624,2026-05-15 01:13:47.158066,2026-05-15 01:13:47.632175,0 days 00:00:00.474109,0.6738930403356713,82,5,752,9.259024479770856,0.10091557450479287,0.04118307566698297,COMPLETE
14,0.8002103398570004,2026-05-15 01:13:47.632410,2026-05-15 01:13:48.248866,0 days 00:00:00.616456,0.5908077985215608,112,5,993,1.467505341945693,0.073834611087771,0.45042834710787105,COMPLETE
15,0.7957432175615492,2026-05-15 01:13:48.249092,2026-05-15 01:13:49.084563,0 days 00:00:00.835471,0.5643420077093966,40,6,844,1.707120343469245,0.03588024307244565,1.0710864892298309,COMPLETE
16,0.8003123901865306,2026-05-15 01:13:49.084798,2026-05-15 01:13:49.902182,0 days 00:00:00.817384,0.7866278717699985,75,4,723,8.756113750841765,0.037187613431510724,0.04531062299067546,COMPLETE
17,0.7871045818661656,2026-05-15 01:13:49.902403,2026-05-15 01:13:50.783528,0 days 00:00:00.881125,0.25495382948954587,119,10,904,1.1072448678802878,0.09688484587049258,0.0010446251525877421,COMPLETE
18,0.8005550017570155,2026-05-15 01:13:50.783749,2026-05-15 01:13:51.355660,0 days 00:00:00.571911,0.7219454805607028,181,5,588,3.5571148147112863,0.0892855075922247,0.1253889155386666,COMPLETE
19,0.7907773180054647,2026-05-15 01:13:51.355896,2026-05-15 01:13:52.021249,0 days 00:00:00.665353,0.5303572448620109,65,7,790,0.023092359279542212,0.03702917556373974,0.020415609520101154,COMPLETE
20,0.8004923946328555,2026-05-15 01:13:52.021468,2026-05-15 01:13:52.723657,0 days 00:00:00.702189,0.9381733701979755,129,4,935,0.633983011589618,0.052285807740141264,0.3411055251887491,COMPLETE
21,0.7985160031841423,2026-05-15 01:13:52.723906,2026-05-15 01:13:53.225662,0 days 00:00:00.501756,0.7203017877558192,182,5,601,3.299118424061494,0.08789277214695261,0.14656063978774456,COMPLETE
22,0.798788376445952,2026-05-15 01:13:53.225900,2026-05-15 01:13:53.670543,0 days 00:00:00.444643,0.7148620994462618,192,5,495,3.41601427672434,0.12637442055421597,0.05578940180084791,COMPLETE
23,0.7979059960843654,2026-05-15 01:13:53.670761,2026-05-15 01:13:54.357763,0 days 00:00:00.687002,0.8687486840904153,95,4,610,4.644785193252201,0.07779837502868608,0.7972373946115633,COMPLETE
24,0.7929915878400183,2026-05-15 01:13:54.357995,2026-05-15 01:13:54.950637,0 days 00:00:00.592642,0.6102357775624093,203,6,667,1.5640574470935176,0.06598713114487716,0.11080683196452552,COMPLETE
25,0.7987856512790357,2026-05-15 01:13:54.950878,2026-05-15 01:13:55.422191,0 days 00:00:00.471313,0.5169174668240123,94,5,810,8.220845139684407,0.12455384108508462,0.023280962240396993,COMPLETE
26,0.7988433100737947,2026-05-15 01:13:55.422420,2026-05-15 01:13:56.083318,0 days 00:00:00.660898,0.7182723260205044,54,4,424,0.2322517486324563,0.043497920877248256,0.0771834941592485,COMPLETE
27,0.7999397594681622,2026-05-15 01:13:56.083548,2026-05-15 01:13:57.068969,0 days 00:00:00.985421,0.4775556321405998,129,5,561,2.477585901235725,0.03038695754944722,0.17566974479092515,COMPLETE
28,0.7864015605166343,2026-05-15 01:13:57.069189,2026-05-15 01:13:57.707087,0 days 00:00:00.637898,0.8349442385145898,163,6,947,1.1253982306974428,0.04826755228452922,0.008265128812516065,COMPLETE
29,0.7995119082622758,2026-05-15 01:13:57.707333,2026-05-15 01:13:58.117326,0 days 00:00:00.409993,0.3731759339108428,222,4,547,0.38419422302651524,0.12183939971120147,0.026474667247264314,COMPLETE
30,0.8010080248994197,2026-05-15 01:13:58.117549,2026-05-15 01:13:58.845233,0 days 00:00:00.727684,0.6619907585286656,56,5,430,5.037119473339043,0.06566667562942503,0.7592146438779552,COMPLETE
31,0.8010207901549758,2026-05-15 01:13:58.845460,2026-05-15 01:13:59.615635,0 days 00:00:00.770175,0.6748206083492881,56,5,404,5.5558445662756215,0.06383194933992122,1.5150791246197186,COMPLETE
32,0.8023570542379932,2026-05-15 01:13:59.615854,2026-05-15 01:14:00.689103,0 days 00:00:01.073249,0.6425164798518852,33,4,449,5.751131159662212,0.0649163439614859,7.043714072308625,COMPLETE
33,0.8012616088524895,2026-05-15 01:14:00.689335,2026-05-15 01:14:01.790958,0 days 00:00:01.101623,0.589563526222319,34,4,419,9.790260143591912,0.058212443235341915,8.363749545666742,COMPLETE
34,0.8017143451352186,2026-05-15 01:14:01.791196,2026-05-15 01:14:03.048471,0 days 00:00:01.257275,0.5637020339039145,39,4,364,8.841455976370796,0.04446635260987681,5.930212982760042,COMPLETE
35,0.8020976613764963,2026-05-15 01:14:03.048692,2026-05-15 01:14:04.447039,0 days 00:00:01.398347,0.488149530032992,42,4,365,2.287461665842602,0.04138748242743087,8.94546639435703,COMPLETE
36,0.7909420471740736,2026-05-15 01:14:04.447269,2026-05-15 01:14:05.449467,0 days 00:00:01.002198,0.21210673971556449,33,8,365,0.11325648879229566,0.029414194485801366,8.33536680411458,COMPLETE
37,0.8015838239829032,2026-05-15 01:14:05.449706,2026-05-15 01:14:06.558122,0 days 00:00:01.108416,0.48410259880350076,32,4,296,0.9646449408342801,0.04127741697135586,3.6711559959375704,COMPLETE
38,0.7868186544846925,2026-05-15 01:14:06.558360,2026-05-15 01:14:07.345510,0 days 00:00:00.787150,0.4548633733286074,69,6,200,0.6943490517803904,0.04412326918496512,3.776570310968044,COMPLETE
39,0.7875056834073193,2026-05-15 01:14:07.345732,2026-05-15 01:14:08.091938,0 days 00:00:00.746206,0.38031471649934534,49,9,276,0.2532757993023046,0.01049713127632179,3.430062499781575,COMPLETE
40,0.7905964529801135,2026-05-15 01:14:08.092164,2026-05-15 01:14:09.375737,0 days 00:00:01.283573,0.04889092612165391,46,4,297,0.06502706397708059,0.018603182136541874,4.104536095242276,COMPLETE
41,0.800986223564088,2026-05-15 01:14:09.375983,2026-05-15 01:14:10.765120,0 days 00:00:01.389137,0.5547158940233545,32,4,381,5.719883742452251,0.04257316360794918,9.674815684382526,COMPLETE
42,0.8019208841015197,2026-05-15 01:14:10.765412,2026-05-15 01:14:12.298878,0 days 00:00:01.533466,0.49146084887817515,43,4,462,2.0390749664442582,0.03124939280788618,2.2317044597415996,COMPLETE
43,0.7798189198298923,2026-05-15 01:14:12.299195,2026-05-15 01:14:13.200778,0 days 00:00:00.901583,0.32400157868105806,66,4,327,0.8960094516559729,0.026953932589897155,2.03572979198901,COMPLETE
44,0.7990337131833537,2026-05-15 01:14:13.201010,2026-05-15 01:14:14.287541,0 days 00:00:01.086531,0.41281339304163867,45,4,248,2.066200719991522,0.03333002779887387,5.364940839283771,COMPLETE
45,0.7898864035685342,2026-05-15 01:14:14.287767,2026-05-15 01:14:15.389077,0 days 00:00:01.101310,0.4956602496469925,82,5,474,2.095663338161859,0.02147928677139718,2.368992777127074,COMPLETE
46,0.7949006389799269,2026-05-15 01:14:15.389384,2026-05-15 01:14:16.172407,0 days 00:00:00.783023,0.4406101626549005,62,4,453,0.0014777880758638662,0.04061668247211032,5.329718388280017,COMPLETE
47,0.7875009502226747,2026-05-15 01:14:16.172659,2026-05-15 01:14:17.640418,0 days 00:00:01.467759,0.30771381861052294,42,8,329,0.331314591551786,0.012974005335336252,2.583194936395868,COMPLETE
48,0.801218006181826,2026-05-15 01:14:17.640651,2026-05-15 01:14:19.210658,0 days 00:00:01.570007,0.498070425103112,78,5,536,0.9245384841458175,0.0321157469706172,5.945628379403733,COMPLETE
49,0.8008136774693239,2026-05-15 01:14:19.210896,2026-05-15 01:14:20.582126,0 days 00:00:01.371230,0.5506841518880183,43,4,352,4.288480273645427,0.025275031790648824,1.6174845221155014,COMPLETE
